47.256, 0.208, 100
45.829, 1.61, 100
44.403, 3.012, 100
42.977, 4.414, 100
41.551, 5.816, 100
40.124, 7.218, 100
38.698, 8.62, 100
37.272, 10.023, 100
35.846, 11.425, 100
34.419, 12.827, 100
32.993, 14.229, 100
31.567, 15.631, 100
30.141, 17.033, 100
28.714, 18.435, 100
27.288, 19.837, 100
25.862, 21.239, 100
24.436, 22.641, 100
23.015, 22.82, 100
21.6, 21.405, 100
20.186, 19.991, 100
18.772, 18.577, 100
17.358, 17.163, 100
15.943, 15.749, 100
14.529, 14.334, 100
13.115, 12.92, 100
11.701, 11.506, 100
10.287, 10.092, 100
8.872, 8.678, 100
7.458, 7.263, 100
6.044, 5.849, 100
4.63, 4.435, 100
3.216, 3.021, 100
1.801, 1.607, 100
0.387, 0.192, 100
1.032, -1.222, 100
2.446, -2.636, 100
3.86, -4.05, 100
5.275, -5.465, 100
6.689, -6.879, 100
8.103, -8.293, 100
9.517, -9.707, 100
10.931, -11.121, 100
12.346, -12.536, 100
13.76, -13.95, 100
15.174, -15.364, 100
16.588, -16.778, 100
18.003, -18.192, 100
19.417, -19.607, 100
20.831, -21.021, 100
22.245, -22.435, 100
23.629, -23.862, 100
23.612, -25.862, 100
23.594, -27.862, 100
23.577, -29.862, 100
23.56, -31.862, 100
23.543, -33.862, 100
23.526, -35.861, 100
23.509, -37.861, 100
23.492, -39.861, 100
23.475, -41.861, 100
23.458, -43.861, 100
23.441, -45.861, 100
22.88, -47.524, 100
21.097, -48.43, 100
19.314, -49.336, 100
17.531, -50.242, 100
15.748, -51.148, 100
13.965, -52.054, 100
12.182, -52.961, 100
10.399, -53.867, 100
8.616, -54.773, 100
6.833, -55.679, 100
5.05, -56.585, 100
3.267, -57.491, 100
1.484, -58.397, 100
0.341, -59.15, 100
2.341, -59.15, 100
4.341, -59.15, 100
6.341, -59.15, 100
8.341, -59.15, 100
10.341, -59.15, 97.693
12.341, -59.15, 95.058
14.341, -59.15, 92.347
16.341, -59.15, 89.554
18.341, -59.15, 86.672
20.341, -59.15, 83.69
22.341, -59.15, 80.598
24.341, -59.15, 77.382
26.341, -59.15, 74.027
28.341, -59.15, 70.512
30.341, -59.15, 66.813
32.341, -59.15, 62.897
34.341, -59.15, 58.72
36.341, -59.15, 54.222
38.341, -59.15, 49.315
40.341, -59.15, 43.863
42.341, -59.15, 37.63
44.341, -59.15, 30.133
46.341, -59.15, 20
47.055, -59.15, 0
47.055, -59.15, 0
67.055, -59.15, 0
endData
127
100
200
47.256, 0.208, 35.442, 11.821, 35.442, 11.821, 23.629, 23.434
23.629, 23.434, 11.816, 11.621, 11.816, 11.621, 0.002, -0.192
0.002, -0.192, 11.816, -12.006, 11.816, -12.006, 23.629, -23.819
23.629, -23.819, 23.529, -35.532, 23.529, -35.532, 23.429, -47.245
23.429, -47.245, 11.716, -53.197, 11.716, -53.197, 0.002, -59.15
0.002, -59.15, 23.529, -59.15, 23.529, -59.15, 47.055, -59.15
